Name,Price,Category
Reis Cin Mısır 1 kg,"7,45 TL",Fasulye Barbunya
Reis Royal Şeker Fasulye 500 G,"24,90 TL",Diğer Bakliyat
Reis Royal Beluga Mercimeği 500G,"21,90 TL",Diğer Bakliyat
Reis Royal Maş Fasulyesi 500G,"15,90 TL",Diğer Bakliyat
Reis Royal Beyaz Kinoa 500G,"22,90 TL",Diğer Bakliyat
Reis Royal Kara Buğday 500G,"14,90 TL",Diğer Bakliyat
Reis Royal Siyah Fasulye 500G,"17,90 TL",Diğer Bakliyat
Reis Royal Börülce 500G,"17,90 TL",Diğer Bakliyat
Reis Royal Kırmızı Fasulye 500G,"17,90 TL",Diğer Bakliyat
Reis Kırmızı Fasulye 1KG,"19,95 TL",Diğer Bakliyat
Reis Royal Siyah Pirinç 500G,"26,95 TL",Diğer Bakliyat
Reis Royal Amarant 500G,"34,90 TL",Diğer Bakliyat
Reis Royal Keten Tohumu 500G,"15,90 TL",Diğer Bakliyat
Reis Aşurelik Buğday 1 kg,"6,90 TL",Diğer Bakliyat
Reis Dövme (Yarma) Buğday 1 kg,"7,25 TL",Diğer Bakliyat
Reis Fırık 1 kg,"22,95 TL",Diğer Bakliyat
